19,00,Total,25097629.0
19,00,Last residence elsewhere in India,22512787.0
19,00,Within the state of enumeration but outside the place of enumeration,20055625.0
19,00,Elsewhere in the district of enumeration,15335448.0
19,00,In other districts of the state of enumeration,4720177.0
19,00,States in India beyond the state of enumeration,2457162.0
19,00,Jammu & Kashmir,5999.0
19,00,Himachal Pradesh,2055.0
19,00,Punjab,21966.0
19,00,Chandigargh,1690.0
19,00,Uttranchal,6526.0
19,00,Haryana,14876.0
19,00,Delhi,17617.0
19,00,Rajasthan,60963.0
19,00,Uttar Pradesh,298356.0
19,00,Bihar,1123729.0
19,00,Sikkim,5108.0
19,00,Arunachal Pradesh,1297.0
19,00,Nagaland,1713.0
19,00,Manipur,1947.0
19,00,Mizoram,440.0
19,00,Tripura,15705.0
19,00,Meghalaya,5611.0
19,00,Assam,145242.0
19,00,West Bengal,0.0
19,00,Jharkhand,441058.0
19,00,Orissa,158486.0
19,00,Chhatisgargh,14482.0
19,00,Madhya Pradesh,15293.0
19,00,Gujarat,20262.0
19,00,Daman & Diu,51.0
19,00,Dadra & Nagar Haveli,45.0
19,00,Maharashtra,21830.0
19,00,Andhra Pradesh,26024.0
19,00,Karnataka,5810.0
19,00,Goa,566.0
19,00,Lakshadweep,11.0
19,00,Kerala,10509.0
19,00,Tamil Nadu,10666.0
19,00,Pondicherry,146.0
19,00,A & N Islands,1083.0
19,00,Countries in Asia beyond India,2582443.0
19,00,Countries in Europe,996.0
19,00,Countries in Africa,473.0
19,00,Countries in America,777.0
19,00,Countries in Oceania,117.0
19,01,Total,440091.0
19,01,Last residence elsewhere in India,372016.0
19,01,Within the state of enumeration but outside the place of enumeration,272941.0
19,01,Elsewhere in the district of enumeration,182999.0
19,01,In other districts of the state of enumeration,89942.0
19,01,States in India beyond the state of enumeration,99075.0
19,01,Jammu & Kashmir,733.0
19,01,Himachal Pradesh,353.0
19,01,Punjab,1572.0
19,01,Chandigargh,185.0
19,01,Uttranchal,719.0
19,01,Haryana,2551.0
19,01,Delhi,921.0
19,01,Rajasthan,3895.0
19,01,Uttar Pradesh,9056.0
19,01,Bihar,49772.0
19,01,Sikkim,3076.0
19,01,Arunachal Pradesh,157.0
19,01,Nagaland,278.0
19,01,Manipur,327.0
19,01,Mizoram,95.0
19,01,Tripura,548.0
19,01,Meghalaya,876.0
19,01,Assam,12390.0
19,01,West Bengal,0.0
19,01,Jharkhand,4202.0
19,01,Orissa,1138.0
19,01,Chhatisgargh,529.0
19,01,Madhya Pradesh,1164.0
19,01,Gujarat,634.0
19,01,Daman & Diu,2.0
19,01,Dadra & Nagar Haveli,11.0
19,01,Maharashtra,1437.0
19,01,Andhra Pradesh,573.0
19,01,Karnataka,506.0
19,01,Goa,20.0
19,01,Lakshadweep,0.0
19,01,Kerala,746.0
19,01,Tamil Nadu,552.0
19,01,Pondicherry,5.0
19,01,A & N Islands,52.0
19,01,Countries in Asia beyond India,67961.0
19,01,Countries in Europe,28.0
19,01,Countries in Africa,21.0
19,01,Countries in America,29.0
19,01,Countries in Oceania,20.0
19,02,Total,1086989.0
19,02,Last residence elsewhere in India,902022.0
19,02,Within the state of enumeration but outside the place of enumeration,762840.0
19,02,Elsewhere in the district of enumeration,567638.0
19,02,In other districts of the state of enumeration,195202.0
19,02,States in India beyond the state of enumeration,139182.0
19,02,Jammu & Kashmir,832.0
19,02,Himachal Pradesh,370.0
19,02,Punjab,1268.0
19,02,Chandigargh,104.0
19,02,Uttranchal,763.0
